fen,evaluation
r1bqkb1r/p1pp1pp1/5n1p/1pn1p3/P7/4P1PP/1PPPQP2/RNBK2NR,-537
1nbqkb1r/rpp2p1p/4pn2/p2p1Pp1/1P2N1P1/5N1P/P1PPPK2/R1BQ1B1R,-528
r1bq2nr/pp1pkppp/n7/2p1p3/2P3PP/5P2/PP1NP2R/RNBQKB2,687
r1bqkbnr/ppppp3/B7/n4pp1/1N5p/4P3/PPPP1PPP/RNBQK2R,-421
rnbqkbn1/pppp1pp1/5r2/7p/1P2Pp2/P2P2PP/RBP5/1N1QKBNR,97
rnbqkbnr/pp2p1p1/8/2pp1pNp/8/4P3/PPPPKPPP/RNBQ1B1R,-137
rnbq1b1r/p1pppkpp/7n/1p3p2/P5P1/1P1PP3/2P2P1P/RNBQKBNR,366
rnbqk1nr/p2p1p1p/1p6/2p1p1p1/3PP2P/P1P1bP2/1P2N1P1/RNBQKB1R,657
rnb1kbn1/ppp4r/4pppp/2Pp4/3P4/NP1Q4/P3PPqP/R1BK1BNR,713
rnbqkbnr/p2pp2p/2p3p1/1p3p2/1P2P2P/8/P1PP1PP1/RNBQKBNR,-113
r1b1kbnr/ppp2pp1/n7/3pp2p/3P2P1/P6B/1PPBPP1q/RN1QK1NR,400
1nbq1bnr/2p1k1pp/rp1ppp2/4P3/p1PP1P2/8/PPNQ2PP/R1B1KBNR,248
rnbqkbnr/p1pp2p1/1p5B/4pp1p/5P2/N2P4/PPP1P1PP/R2QKBNR,-9
rn1qkbnr/2pbp1p1/p7/1p1p1p1p/PPP4P/2QP4/4PPP1/RNB1KBNR,-39
r1bq1bnr/2p2kp1/np2pp2/p2p4/1P1P3p/2P1P3/P1N2PPP/R1BQKBNR,105
r1bqkbnr/pp2ppp1/n7/3p2Pp/2p5/2KP4/PPPNPP1P/R1BQ1BNR,-9996
rn1qkbn1/1bppp3/1p4pr/3P1p1p/8/1pP2P2/PN2PKPP/1RBQ1BNR,-71
r1bk1bnr/1ppqp1p1/n2p4/p4p1p/8/P3PPP1/RPPP2BP/1NBQ1KNR,60
rnb1k1nr/1ppp4/4p1pp/pNb2p2/3P2Pq/P3K2P/1PP1PP2/R1B1QBNR,-41
rn1qkb1r/ppp1pppp/3p1n2/8/6b1/N1P2N2/PP1PPPPP/R1BQKBR1,-71
rnbqkbnr/ppp1p1pp/3p4/5p2/P6P/8/1PPPPPP1/RNBQKBNR,-52
rn1q1b1r/p1ppkppp/bp2pn2/4P3/3K4/8/PPPP1PPP/RNBQ1BNR,94
r1bqkbnr/2p1pp1p/ppnp4/6p1/1P5P/3PP2R/P1PK1PP1/RNBQ1BN1,-221
r1bqkbn1/p1p1pppr/2n4p/1p1p4/3P1P2/6Q1/PPP1P1PP/RNB1KBNR,60
rnbqk1nr/p1p2p2/4p2b/1p1P2Np/1PP5/B7/P1QP1PPP/RN2KB1R,339
rnbk1b1r/ppppnppp/8/4p1B1/6PP/P7/1PP1PP2/RN1QKBNR,726
rnbqk2r/1p1p2b1/2p1pnpp/p4p2/P4PP1/N2P1K2/1PP1P1BP/R1BQ2NR,-177
r1bqkb1r/ppppn2p/n4pp1/4p3/1P1Q3P/2P1P3/P2P1PP1/RNB1KBNR,-658
rnbqkbnr/ppppp1p1/7p/1P3p2/P5P1/4P3/2PP1PBP/RNBQK1NR,134
rq2kbnr/2p1pppp/2npb3/pp4N1/5P1P/N1P5/PP1PPKP1/R1BQ1B1R,242
rnbqkb1r/3pppp1/p6p/1pp5/3PB1n1/BP2PQ2/P1P2P1P/RN2K1NR,415
r2qkbnr/3npppp/b1p4B/pp1p4/7P/3P1N2/PPPKPPP1/RN1Q1BR1,-243
r1bq1bnr/p1pppkpp/1pn5/5p2/3P1P2/P1P5/1P2PKPP/RNBQ1BNR,-44
rnb1k1nr/1ppp1pbp/p3p1p1/6q1/1P1PP3/3B3N/P1P1QPPP/RNB1K2R,-656
rnb1kbnr/1p1ppppp/p7/q1p5/1P1P4/7P/P1PNPPP1/R1BQKBNR,-38
rn1qkbnr/pp1b2pp/2p1pp2/3pN3/6P1/7N/PPPPPP1P/R1BQKB1R,-475
rnbqkb1r/ppp1pppp/3p1n2/8/8/N2PB3/PPP1PPPP/R2QKBNR,-82
rnb1kbnr/2q1ppp1/3p3p/p6Q/p2p2PP/4P2R/1PPK1P2/RNB2BN1,-413
1rbqkbnr/pppp1p1p/4p1p1/8/P2n4/1P2PP2/2PP2PP/RNBQKBNR,-19
rn1qkbnr/p2ppppp/bp6/2p5/4P3/N7/PPPP1PPP/R1BQKBNR,61
rnbqkbnr/ppppp1p1/5p2/6Bp/3P4/5N2/PPP1PPPP/RN1QKB1R,-271
rn1qkb1r/2p1pp2/3pbnpp/pp4N1/6P1/NP6/P1PPPPRP/R1BQKB2,198
r1b1kbr1/pp1ppppp/2n5/q1pn4/2B1P3/P1N5/1PPP1PPP/R1BQK1NR,65
r1bqkbnr/pppp3p/n4p2/3Np1p1/P3P1P1/8/1PPPBP1P/R1BQ1KNR,108
rnbq1b1r/p2pk1pp/1p2p2n/2p5/P5p1/2N1P1PP/1PPPBP2/R1BQK2R,-212
rnbqkbnr/2p1pppp/p7/1p1p4/4P2P/7N/PPPP1PP1/RNBQKB1R,-122
r1b1kbnr/pp1pp1pp/n4p2/q1p4P/4P3/6PN/PPPP1P2/RNBQKB1R,116
rn1q1bnr/ppp1pkpp/5p2/3p4/1PP3b1/P2P4/4PPPP/RNBQKBNR,214
rnbqk1r1/1ppppp1p/p5pb/8/P4nPP/1PN2P1B/R1PPP3/2BQK1NR,-46
rnbqkb1r/pppppQ1p/8/6p1/5n2/N1P3P1/PP1PPP1P/R1B1KBNR,-510
rnb1kb1r/1ppq2pp/3p3n/p4p2/3BpP2/1P5P/P1PPP1PR/RN1QKBN1,-90
r1bqkbnr/pppp1p1p/n7/4p3/6p1/N3PN2/PPPP1PPP/1RBQKB1R,174
rnbqkbnr/pppp4/5pp1/4p2p/5P1N/N2P4/PPP1P1PP/R1BQKB1R,46
rnbqk1nr/p1ppbppp/1p2p3/8/8/2PPB2N/PP2PPPP/RN1QKB1R,-53
rnb1k2r/pppp1p1p/3bp1pn/6q1/PPN5/7N/2PPPPPP/1RBQKBR1,678
rnb1kbnr/pppqpp1p/3p2p1/8/5P2/1PP3P1/P2PP2P/RNBQKBNR,-61
rnbqk1nr/pp3ppp/2p5/2bpp3/6P1/B1PP2RN/PQ2PP1P/RN2KB2,-244
r2q1br1/p1pkpppp/2n4n/1p1p4/3PPP2/1P4K1/P1P3bP/RNB1QB1R,-573
rnbqkbnr/pppp2pp/5p2/4p3/3P1B2/N7/PPP1PPPP/R2QKBNR,-453
rnbqkbnr/ppp1p3/5ppB/3p4/3PP3/1P6/P1P1KPPP/RN1Q1BNR,-520
rnbqkbnr/p1ppp1pp/1p6/5p2/8/P4P1N/1PPPP1PP/RNBQKB1R,-36
r1bqkbn1/ppppppp1/n3r3/3N3p/8/P5P1/1PPPPP1P/R1BQKBNR,191
rnbq2n1/3k1p1r/6pb/ppppp2p/3P2PP/N4P1B/PPP1PN2/R1BQKR2,418
rnb1kbnr/1ppp1ppp/6N1/p7/8/2N3P1/PPPKPP1P/R1BQ1B1R,617
rnbqk1nr/pp1p3p/2p1p1p1/1Nb2pP1/5P2/2P5/PP1PP2P/R1BQKBNR,-317
rnbq1rk1/pp2bppp/7n/2ppN3/7P/2N1P3/PPPP1PPR/R1BQKB2,-85
rnb1kb1r/1pppnp1p/p3p3/4q1N1/3N1P2/P7/1PPPP1PP/R1BQKBR1,-326
r1bqk2r/p2p2pp/1pp1pp1n/Q1b5/2P2N2/P7/1P1PPPPP/RNB1KB1R,-567
rn1qkbnr/pp1bp1pp/2p2p2/8/2BpP3/P1N2N2/1PPP1PPP/R1BQ1K1R,238
rnb1kbnr/1p1pp2p/p1p2pp1/8/q4P2/P3P2P/1PPPQKP1/RNB2BNR,0
r1bqkbnr/1pppp1pp/2n2p2/p7/2P2P2/1P6/P2PP1PP/RNBQKBNR,48
rq2kbnr/1pp1ppp1/4b1N1/p2p1n1p/PP3PP1/7P/2PPP3/RNBQKB1R,387
rnbqk2r/1ppp1pp1/p1n1p3/1P5p/2P5/b6N/PB1PPPPP/R1Q1KB1R,-379
rn1qkbnr/p1pbppp1/3p4/1p5p/P2P1P2/3Q4/1PP1P1PP/RNB1KBNR,45
r1bq3r/ppppkpp1/n4n2/4p2p/1bN5/8/PPPPPPPP/1RBQKBNR,-30
r1bqk1nr/p2pbp1p/np6/2p3p1/P3pP1P/1P1P4/2P1P1PR/RNBQKBN1,272
rnbqkbnr/pppppp2/8/6pp/2P5/5P1N/PP1PP1PP/RNBQKB1R,166
r1bqkbnr/p1ppp1p1/n6p/1pP1Np2/4P3/8/PP1P1PPP/RNBQKB1R,396
rn1q1bnr/1pp1pppp/3p4/P1k5/4PPQ1/P6P/bBPPB1P1/RN2K1NR,586
rn1qkbnr/2pppp1p/p7/1p4p1/PPb2PP1/2P1K2P/3PP3/RNBQ1BNR,-149
r2k1bnr/ppQ2p1p/n2q2p1/3p4/3P2b1/2N3PP/PPP2P2/RNB1KB1R,-536
rnbqkb1r/pppppppp/8/8/P4n2/1P3P2/2PPP1PP/RNBQKBNR,55
rnbqk1nr/pppp1ppp/8/2b5/4p2P/3P1N2/PPP1PPP1/RNBQKB1R,92
r1bqkbnr/p3pppp/n7/1ppp2B1/3PP3/P4P2/1PP3PP/RN1QKBNR,97
rnbqkb1r/pppppp1p/5n2/6p1/8/3BPN2/PPPP1PPP/RNBQK2R,67
rn1qkbnr/p2bpppp/2B5/1p1P4/8/6P1/PPPP1P1P/RNBQK1NR,-151
r1bqkbnr/pp1ppppp/2n4B/2p5/3P4/P7/1PP1PPPP/RN1QKBNR,-576
rn1qkbnr/2p1p1p1/Bp1p1p1p/p7/b4P2/1P2P2N/1RPP2PP/1NBQK2R,555
r1bqkbnr/pp1p2pp/n1p1p3/5p2/6P1/P1P1P2N/1P1PKPBP/RNBQ3R,-263
rnbqkbnr/ppp1pp1p/3p2p1/8/8/N6N/PPPPPPPP/R1BQKBR1,-137
r1bqkb1r/ppp1pppp/2n2n2/3p4/1P6/6PN/PBPPPP1P/RN1QKB1R,-168
rnb1kbnr/1p1ppp2/p5pp/2p1Q3/1q2P3/2NP4/PPP1NPPP/R1B1KB1R,592
r1bqkbnr/pp1ppppp/n7/2p5/1PP5/5P2/P2PP1PP/RNBQKBNR,-198
rnbqkbn1/p2ppppr/1P6/2p5/4P1Pp/5N2/PP1P1P1P/RNBQKB1R,242
rnb1k1nr/pp3ppp/B1ppp3/5Nq1/4P1PP/b1N5/PPPP1P2/R1BQK1R1,271
rnbqk2r/ppp1np1p/7b/3pN1p1/6PP/N7/PPPPPP2/R1BQKBR1,76
rnb1kb1r/pp1qp1pp/3p1p2/1Pp5/P1P4P/4P1P1/3P2PN/RNBQKB1R,626
rnb1kbnr/1p3p2/p5pp/PN1Pp3/2p5/5P2/P1PPB1PP/R1BQK1NR,571
rnb2b1r/qp1ppkpp/2p2n2/p4p2/1P4P1/P1P2P1B/3PP2P/RNBQK1NR,83
rnbqkbnr/p1ppp1pp/8/1p6/Q4p2/4PP2/PPPP2PP/RNB1KBNR,-615
rnbqkbr1/1p1ppp1p/p1p3pn/8/6QP/1PP1P3/P2P1PP1/RNB1KBNR,-28
r1bqkr2/1ppn1ppp/8/p1b1n3/3P4/NP2PpP1/P1PQ1P1P/1RB1K2R,-444
r1bqkbnr/p1pNp1p1/np5p/3p4/1P3p2/2PP4/PB2PPPP/RN1QKB1R,313
rnbk1bnr/1ppqp3/pQ1p1pp1/5P1p/7P/P1P4N/1P1PP1P1/RNB1KB1R,-617
2bqkb1r/1pppp1pp/r1B4n/pn3p2/8/N3P3/PPPPKPPP/R1B2QNR,355
rnbqk1nr/ppppp1bp/8/5pp1/2P4P/3BP3/PP1P1PP1/RNBQK1NR,136
rnbqkb1r/1p2pppp/p2p3n/2p5/8/P1P2P1N/1P1PP1PP/RNBQKB1R,15
rnb1kb1r/1ppp2p1/4pq1p/p2n1p2/5PP1/P2P3P/1PPBP3/RN1QKBNR,-72
rnbq2nr/p1p1kp1p/3pp2b/1NP3p1/8/1P1P2P1/P3PP1P/R1BQKBNR,195
rnbqkbnr/2pppppp/8/pp6/2B5/4P2P/PPPP1PP1/RNBQK1NR,-555
rn1qkb1r/2pbpp1p/5nR1/pp1p4/3P3P/4B1P1/PPPNPP2/R2QKBN1,75
r1bqkbnr/pppppp2/2n3p1/7p/3P4/N5P1/PPP1PP1P/R1BQKBNR,69
rnbqkbnr/1pp1p1pp/3p4/p4p2/P3P3/2P2P2/1P1P2PP/RNBQKBNR,-13
rn1qkbnr/1b3ppp/2p1p3/pp1p4/3P1P2/P1P5/1P2PNPP/RNBQKB1R,12
rnb1kb1r/p1ppqp1p/1p2p1p1/4n3/4P3/3P1PPP/PPP3B1/RNBQK1NR,6
r1b1kb1r/1ppp2p1/n3pp2/p2q1nNp/3P1PP1/P6P/1PPQP3/R1BNKB1R,116
rnbqkbnr/p1pppp1p/8/1p4p1/4P3/2PB4/PP1P1PPP/RNBQK1NR,128
rn1qkb1r/p1pppp1p/b5pn/1p6/2NP3P/5N2/PPP1PPP1/R1BQKB1R,-232
rnbqk1nr/p1ppppb1/1p4pp/8/QPP3P1/8/P2PPP1P/RNB1KBNR,-54
r1bqkbr1/3npp1p/2pp2pn/pp6/P1P2P2/N4NPP/RP1PP3/2BQKBR1,-165
rnbqkbnr/1p1pppp1/p1p5/7p/2P5/1P3P2/P2PP1PP/RNBQKBNR,52
rn2k1nr/p1pp1p2/b3pq2/1p2P1pp/2P3PP/1P1P4/P2Q1b2/RNB1KBNR,273
2bqk1nr/rpp1p2p/n4p2/p7/2pP3R/1Q4P1/PP1KPP2/RNB2BN1,558
rnbqk1nr/1ppp1p1p/4p1p1/p7/3PP3/b1PB4/PP3PPP/RNBQK1NR,160
rnbqk2r/pppp1pp1/5n2/4P2p/P6P/bP5N/2PPP1P1/RNBQKB1R,426
rnbqk1nr/pppp1ppp/8/2b1p3/7P/1P4P1/P1PPPP2/RNBQKBNR,-146
rnbqkbnr/pp1p2pp/2p5/4pp2/4PP2/P7/1PPP1KPP/RNBQ1BNR,-170
r1bq1b1r/p1pkpppp/1pn5/3p2n1/1P1P4/B3PP1P/P1PN2P1/R2QKBNR,349
r1b1k1nr/p1ppbppp/n6q/1p2p3/8/2PN3P/PPQPPPP1/RNB1KB1R,167
rnq1kb1r/2ppppp1/bp3n2/7p/pP2P3/B2P3N/P1P2PPP/RN1QK1R1,-496
rn1qkbn1/pbpp1ppr/2P5/4p2p/Qp1P4/P3P1P1/1P3P1P/RNB1KBNR,-170
rnbqkb1r/1ppppppp/5n2/p7/2P5/5PP1/PP1PP2P/RNBQKBNR,-117
r1bqkbnr/pppp1ppp/4p3/nB6/4P3/P7/1PPP1PPP/RNBQK1NR,109
rnb1kbnr/pppp2pp/6q1/1P2pp2/2P4P/5NP1/P1QPPP1R/RNB1KB2,316
1rbqkbnr/1ppp1p2/2n3pp/pB2P3/1PP5/NQ2P3/P2P2PP/R1B1K1NR,-97
rnbqkb1r/2ppp1pp/1p5n/3P1p2/p7/NQP3P1/PP2PP1P/R1B1KBNR,-636
r2qkb1r/1b1ppppp/1pp5/pP2n2n/3P4/P1B2P1N/2P1P1PP/RN1QKB1R,-93
rnbqk1nr/ppppppb1/7p/6p1/6P1/4PP2/PPPP3P/RNBQKBNR,-13
rnbqkbnr/ppppppp1/8/7p/8/P1P4P/1P1PPPP1/RNBQKBNR,146
rnbqk2r/p1p3pp/1p2pp2/3p4/3P1PnP/bP5R/P1P1PNP1/RNBQKB2,-157
r1bqkbnr/ppppp1pp/5p2/8/1nP1P3/3B1N2/PP1P1PPP/RNBQK2R,-537
rnbqkb1r/p1pp1p2/5np1/1p2p2p/7P/1PP1PP2/P2PQ1P1/RNB1KBNR,-157
rnbqkb1r/p2ppp1p/1p4p1/2p2Q2/2P3n1/P4N1P/1P1PPPP1/RNB1KB1R,-558
1rbqkbnr/p1p1pppp/1p1p4/3N4/3n2P1/5P1P/PPPPP3/1RBQKBNR,-535
r1bqkb1r/pppnpppp/8/8/2N2Pn1/1Q3N2/PP1PP2P/R1B1KB1R,17
rnbqkb1r/3pp2p/p6n/1pp3p1/1P6/N1PP1p2/P3PPPP/1RBQKBNR,36
r3kb1r/p1pqpppp/np5n/3p4/4b1P1/N2B4/PPPP1P1P/R1BQK1NR,-440
r1bqkbnr/p1p1pp1p/8/1p1p2p1/1n4P1/2P4N/P2PPPBP/RNBQK2R,304
rnbqkb1r/1ppp1ppp/4p3/8/p4n2/2NPB1P1/PPP1PPBP/R2Q1KNR,450
r1bqkbnr/1ppppp1p/n5p1/p7/5PP1/2N4N/PPPPP2P/R1BQKB1R,-72
r1b1kbr1/1p1n2pp/pq1p1p2/2p1p3/2N1P1n1/3P1N2/PPPQ1P1P/1RB1KB1R,589
1nbq1bnr/rpppp3/p4k2/5pNp/1P6/B4BP1/P1PPPP1P/RN1Q1RK1,-77
r1bqkbn1/pppnppr1/3p3p/6p1/2P2P2/P1NPP3/1P1K2PP/R1BQ1BNR,30
rn1qk1nr/2p1bppp/3pp3/pp6/P6N/N6P/1PPPPP1P/R1BQKB1R,493
r1bqkbnr/p1ppp2p/np6/5pp1/4P3/Q4N2/PPPPBPPP/RNB1K2R,81
r1bqkbnr/2ppppp1/1p5p/p7/P7/1PPP1P2/4B1PP/RNBQK1NR,444
r1bqkb1r/pp1p1ppp/8/2p1p3/1nP1PPnP/1PN5/P2PK1P1/1RBQ1BNR,-8
r1bqk1nr/p1p3bp/1pnpp1pB/2P2p2/3P2P1/1P6/P1Q1PP1P/RN2KBNR,449
rnbqkb1r/p1ppp1pp/1p3n2/1P3p2/2P1PP2/8/P2PN1PP/RNBQKB1R,-104
rnb1kbnr/1p1ppppp/p1p1N3/8/5q2/N2P4/PPP1PPPP/R1BQKB1R,154
1nbqkbnr/1pp4p/r7/3ppp2/p2P1PpP/3BP1P1/PPPB3R/RN1QK1N1,291
rnbqkbnr/1p1ppp2/p5p1/2p4p/1P5P/2N2N2/P1PPPPP1/1RBQKB1R,-29
rnbqk1nr/p2pppbp/2p3p1/1p6/5P2/NP6/P1PPP1PP/R1BQKBNR,-96
2bqkb1r/2ppn1pp/r1n1pp2/pp6/P2PNB2/5P1N/1PP1P1PP/R2QKB1R,31
r1bqkbnr/pp1p1pp1/n3p3/2p4p/P5P1/N1PPPN2/1P1Q1P1P/R1B1KB1R,76
rnbq1b1r/pp2pkpp/2p4n/P2p1p2/5B2/3P1P1P/1PP1P1P1/RN1QKBNR,-55
rnbqkbnr/p1p1p1pp/1p6/3p1p2/3P4/1PP5/P3PPPP/RNBQKBNR,39
rnbqkbnr/p3pppp/2p5/1p1p4/1P6/3P4/P1PBPPPP/RN1QKBNR,22
rnbqk1nr/pppp1p2/6p1/4p3/4P2p/b4P2/PPPP1KPP/RNBQ1BNR,382
rnbqk1nr/pppppp1p/6p1/8/3bP1P1/7N/PPPP1P1P/RNBQKB1R,-75
rnbqkbr1/2ppp2p/5P1n/pB6/pP4p1/N6N/2PP1PPP/R1BQK2R,-236
rnbqkbnr/ppp1p2p/3p2p1/5p2/7P/2P2N2/PP1PPPP1/RNBQKBR1,-109
rnbqkbnr/p2pp1pp/1p6/2p2p2/8/PP6/1BPPPPPP/RN1QKBNR,125
1rbqkbnr/pp1pp1pp/8/n1p2p2/1P6/B1NP4/P1PKPPPP/R2Q1BNR,220
rnbqkbnr/pp1ppp1p/2p5/8/2PPPPp1/8/PP1Q2PP/RNBK1BNR,-8
r1bq1b1r/pp1pk1pp/4pn2/nNp2p2/1P2PP2/3K3N/P1PP2PP/R1BQ1B1R,152
rnbqkb1r/pp1p1p1p/4p3/2p3p1/2P1P1nP/N4N2/PP1P1PP1/R1BQKB1R,219
r1bqk2r/p1pp1p2/5n1p/1pnPp1p1/6P1/P6P/P1PNPP2/R1BQKBNR,493
r1bqk1nr/p1pp1p1p/np4p1/2b1p3/3P4/5P2/PPPQP1PP/1RBNKBNR,-89
r1bqkbnr/1npp1ppp/2P5/pp2p3/4PP1P/8/PP1P2P1/RNBQKBNR,451
rnbqkbnr/3ppppp/1pp5/p7/P5P1/3R4/1PPPPP1P/1NBQKBNR,-106
rnbqkb1r/1p1pppp1/p4n2/2p4p/4P3/2P2P1N/PP1P1KPP/RNBQ1B1R,-158
rnbqkbnr/2ppppp1/p7/1p5Q/8/2NPP3/PPP2PPP/R1B1KBNR,-583
r1bqkbnr/ppppppp1/n7/7p/4P3/8/PPPPBPPP/RNBQK1NR,109
r1b1k1nr/ppp2p1p/2np2q1/2b1p1pP/QPP3P1/8/P1NPPP2/R1B1KBNR,687
rn2kbr1/1p1q1p1p/3p1np1/p1p1pP2/4P2P/2P2b2/PP1P2PR/RNBQKBN1,324
rnbq1bnr/ppppp1pp/8/5P1k/8/3K4/PPPP1PPP/RNBQ1BNR,280
rnb1kbnr/2p2pp1/p2ppq2/1p5p/1P4PP/P1PP4/3KPP1R/RNBQ1BN1,-362
rnbqkb1r/ppp1pppp/3p3n/2P5/4P3/8/PP1P1PPP/RNBQKBNR,-116
rnbk2nr/2pp1ppp/pp2q3/3Pp3/Pb6/R1N2NPP/1PP1PP2/2BQKB1R,84
rnbqk1r1/ppp2p2/4p1pn/3p3P/Pb5P/7B/RPPPPP1R/1NBQK1N1,-260
r1b1kbnr/pp2ppp1/8/n1p4p/2q4P/5PP1/PPPPPKB1/R1BQ2NR,-437
r3kbnr/p1p1pppp/1pn5/8/2p1qQ2/1P2PP2/P2P2PP/RNB1KBNR,931
rnbqk1nr/Qppp1p1p/8/4N1p1/2P5/4P3/Pb1P1PPP/RNBK1B1R,-451
rnbqk1nr/pppp1ppp/8/4p3/1bPP4/2N5/PP2PPPP/R1BQKBNR,-14
rnb1kb1r/N1p1qppp/4p3/p7/PP4n1/2Pp1PP1/3P3P/R1BQK1NR,-688
rn2qbnr/1ppb1p1p/2kpp1p1/p7/3PP2P/2N4N/PPPK1PP1/R1B1QB1R,68
r1bqkb1r/2p1pppp/p6n/1pnp4/P6P/RQP1P3/1P1PKPP1/1NB2BNR,-708
r1bqk2r/ppp2p1p/2n1p2n/3p1Pp1/1P4Q1/b3P3/R1PP2PP/1NB1KBNR,-632
rnb1kb1r/4pppQ/p1p4n/qp1p4/2N5/P1PP4/1P2PPPP/RN2KB1R,-489
rrbqkbn1/p1pp2p1/n7/1p2pp1p/4P3/PP5N/2PP1PPP/RNBQKB1R,317
r1bqkbnr/1p1np2p/2p2pp1/8/pPNp1P2/BQPP4/P3P1PP/R3KBNR,-726
r2qkb1r/ppp1pppp/n2p1n2/7b/3P4/PP1Q1PPP/2P1P3/RNB1KBNR,28
r1bqk2r/pp1p2bp/2n2p2/2pn2p1/1PP1p3/N2P1PP1/PB2P2P/R2QKBNR,-47
r1b2knr/pp1p1ppp/2nbp3/2p3PP/8/2q1B3/PPPQPPB1/2R1K1NR,582
r2qkbnr/Bp3pp1/n2p4/p1p1p2p/P5b1/3P1PP1/1PP1P2P/RNQ1KBNR,-73
rnbqkb1r/pppp2p1/5p2/4pP2/6pn/2NP3B/PPP1P2P/R1BQK1NR,-502
rnbqkb1r/p2p1p1p/2p3pn/1p2p3/6P1/N2BP3/PPPP1P1P/R1BQK1NR,-155
rn2kb1r/2qppppp/7n/pp6/2p1P1P1/2KP1P1P/PP1PN3/RNBQ1B1R,307
rnbqkbnr/pp2p1p1/7p/3p2B1/3pp1PP/8/PPP1PP2/RN2KBNR,-791
rnb1kbnr/1pqp1p1p/2p3p1/p3p3/3P3P/N7/PPPKPPPR/R1BQ1BN1,-300
r1b1kbnr/p1p1pppp/3q4/1p1p4/3N3P/PP4P1/n1PPPP2/RNBQKB1R,458
rnbqkb1r/1pppp1pp/8/p7/1P2np2/P5PN/2PP1P1P/RNBQKB1R,79
rnbqkbnr/1p1p1p1p/4p1p1/2p5/pPP2P2/N2P2P1/P3P2P/R1BQKBNR,85
rnb1kbnr/ppppq3/4pp2/6pp/2P5/1P1PB2P/P3PPP1/RN1QKBNR,-80
rnbqk1nr/pppp2pp/4p3/2b2p2/4P1P1/3P3P/PPP2P2/RNBQKBNR,-85
rnbqkbnr/3ppppp/p7/1pp5/5PP1/1P6/P1PPP2P/RNBQKBNR,-167
r1bq1bkr/pppp3p/2n3p1/4Pp2/1P4n1/4PPP1/P1PBB2P/RN1Q1KNR,374
r1bqkbnr/ppppppp1/2n4p/8/8/3PP3/PPPK1PPP/RNBQ1BNR,-106
rn1qkbnr/1pp1pppp/p2pb3/8/7N/8/PPPPPPPP/RNBQKBR1,-44
r1bqkbnr/1pp1p1p1/n2p1p2/1P6/p1P5/N5pP/PB1PPP2/1R1QKBNR,207
rnbq1rk1/ppppp2p/5n2/P4pb1/5pP1/1P6/2PPP1BP/RNBQK1NR,-451
r1bqkbnr/pppppp2/B7/6pp/1P6/N3P3/P1PP1PPP/R1BQK1NR,28
r1bqkb1r/pp1ppppp/7n/2p5/PnN5/6P1/1PPPPP1P/1RBQKBNR,-43
rnbqkbnr/1pp1pp1p/p2p2p1/8/6P1/N6P/PPPPPP2/R1BQKBNR,-36
rnbqkb1r/pppppp1p/6p1/8/1P2PNP1/5P2/P1PPB2P/RNBQK2R,351
rnbq1bnr/p1pkppp1/1p1p4/1P5p/8/3PP3/P1P2PPP/RNBQKBNR,240
rnbqkbnr/pp1pp1p1/2p2p1p/8/2P1P3/3P4/PPQN1PPP/R1B1KBNR,107
1rbqkbnr/1pp1pp1p/2np4/p5p1/3P4/1PP2BP1/P3PP1P/RNBQ1KNR,203
1n1qkb1r/rppbp1pp/p2p4/5p2/P1PP1Q2/RP5n/4PPPP/1NB1KBNR,521
r1bqk2r/ppppn2p/8/4p1p1/1nP1pB2/b2P4/P1Q2PPP/RN2KBNR,-259
1nbqkbnr/rppppp2/7p/p7/PP4p1/4PN2/2PPKPPP/RNBQ1B1R,-96
1nbqk1n1/rppp1pp1/p3p2r/6Pp/1bP1P3/N7/PP1P1P1P/R1BQKBNR,519
1rbqkbnr/ppppp1pp/n4p2/8/2P5/2Q3P1/PP1PPP1P/RNB1KBNR,-3
r2qk1nr/1pp4p/2n2Pp1/2bp4/p3PQb1/N4P2/PPP1K1PP/R1B2BNR,337
rnbqkbnr/p4ppp/2ppp3/1p6/P1P1P1Q1/8/1P1P1PPP/RNB1KBNR,-215
rnq2bn1/p1pbpkpr/1B5p/1p1p1p2/2P1PP2/P2P3N/1P2Q1PP/RN2KB1R,174
1nb1kbnr/rppqpppp/8/p2p4/5P2/3P4/PPP1PNPP/RNBQKB1R,23
rnbqkbn1/p1pppp1r/8/1p4pp/3P2P1/8/PPP1PP1P/RNBQKBNR,159
rnbqkb1r/ppppnpp1/8/4p2p/3PP1P1/1P6/P1P2P1P/RNBQKBNR,-214
rnb1kbnr/pppqpp1p/3p4/6p1/6P1/1P5N/P1PPPPBP/RNBQK2R,-125
rnbqk2r/1pppppbp/5n2/p2P2p1/P7/4P3/1PP1NPPP/RNBQKB1R,161
r1bqkbnr/2p1pppp/np1p4/p7/8/P1N2PPP/1PPPP3/R1BQKBNR,41
r1bqkbnr/pp1p1p1p/n3p1p1/2p5/3P4/5N1P/PPPQPPPR/RNB1KB2,-76
1n1q1b1r/Qbppk1pp/p1P4n/4pp2/6P1/N7/PP1PPP1P/R1B1KBNR,306
rnb1kbnr/1p1pp1p1/p4p2/q1Q4p/8/4P3/PPPP1PPP/RNB1KBNR,668
r1bq1bnr/ppp1k3/n2p3p/5pN1/1P1p1P2/P2Q3P/2P1P1P1/RNB1KB1R,286
r1bqk2r/1p2pp1p/p1pp1n1b/2n2Pp1/PP2P3/3P4/2PN2PP/R1BQKBNR,448
